Geography,No income,R 1 - R 400,R 401 - R 800,R 801 - R 1 600,R 1 601 - R 3 200,R 3 201 - R 6 400,R 6 401 - R 12 800,R 12 801 - R 25 600,R 25 601 - R 51 200,R 51 201 - R 102 400,R 102 401 - R 204 800,R 204 801 or more,Unspecified,Not applicable
52903019: Ward 19,42.7237088,31.6412852,3.1808615,14.7476326,1.490897,0.575029,0.4466082,0.3662496,0.2415738,0.0136525,0.0543913,0,4.5181105,0
59500001: Ward 1,48.5934406,20.5521391,3.253345,10.1282277,4.7624977,2.2588359,1.3743796,0.8971905,0.3351991,0.0680395,0.0342505,0.0273277,7.523685,0.191442
59500002: Ward 2,45.4646801,25.1193928,3.9039226,12.4253272,4.7245416,1.4683613,0.4940665,0.3370479,0.2822338,0.0240489,0.0473667,0.0305221,5.6784884,0
59500003: Ward 3,45.2256562,24.6446129,2.4161519,9.8942536,5.1644986,2.396947,1.46538,0.6295691,0.1598726,0.0295132,0.0548093,0.0192937,7.595242,0.3042001
59500004: Ward 4,43.0281176,25.6163992,3.615335,10.6733796,5.878385,2.4330026,1.2966986,0.863065,0.3655489,0.0284305,0.068705,0.0334871,6.0757394,0.0237065
59500005: Ward 5,44.4957141,24.7731696,3.1274794,10.4281717,5.7642864,2.3094303,0.9137353,0.5495376,0.3180603,0.0292728,0.0122411,0.0079095,7.1101578,0.1608342
59500006: Ward 6,45.2035601,12.8121728,3.3828277,10.2220516,5.329117,3.2965558,2.1386035,1.0379484,0.1717119,0.0256822,0.0226964,0.0179354,16.313962,0.0251753
59500007: Ward 7,42.5712854,22.574244,3.360335,9.7937901,5.5131075,2.3978456,1.291157,0.855739,0.3581683,0.0184979,0.047852,0.0125357,11.1784609,0.0269817
59500008: Ward 8,34.0157435,14.5795622,2.8555766,9.411796,7.2725206,3.7161335,4.161841,4.5181625,3.3547633,1.3671579,0.4558237,0.2210879,12.7529807,1.3168507
59500009: Ward 9,36.4224526,13.8373026,2.7131731,10.2759003,6.7895317,5.0792252,5.5507179,5.3749282,3.0240274,0.8750157,0.2758142,0.1170763,9.339055,0.3257798
59500010: Ward 10,28.2900431,1.4789585,1.1336452,4.0310592,5.4569489,6.467364,10.8206403,12.6028865,10.7846642,4.4069304,1.3597218,0.6524521,11.6741892,0.8404966
59500011: Ward 11,43.7234336,11.5494376,2.721532,8.9489817,6.8763481,6.0061148,5.2522426,2.8565237,0.615941,0.0599175,0.0643731,0.0318997,10.816906,0.4763486
59500012: Ward 12,46.9994446,17.650003,2.5399392,9.3907008,6.9861518,4.0449069,3.3952527,1.5622234,0.3134282,0.014553,0.0274475,0.0275458,6.99296,0.0554431
59500013: Ward 13,44.5263489,16.5697714,3.5596045,9.4986886,6.4782063,4.1230991,2.9091715,1.8472009,0.531749,0.0268586,0.0555126,0.0567398,9.8170489,0
59500014: Ward 14,38.4372294,19.0415639,5.5793042,11.7073284,7.8830977,3.0786745,1.0328314,0.2782225,0.1946927,0.0101497,0.0363043,0.0193394,12.7012618,0
59500015: Ward 15,41.7286664,9.9461981,4.7270105,10.6783207,9.4313978,4.3440143,1.3547643,0.5273074,0.2616873,0.025158,0.0628467,0.0227518,15.9824891,0.9073876
59500016: Ward 16,36.5020238,9.4911061,2.2033509,6.8806779,7.4466165,6.6089382,6.7847943,6.4073816,2.5381102,0.5611906,0.1721031,0.1408338,12.5705205,1.6923525
59500017: Ward 17,43.8914395,13.094037,2.865911,11.0809113,7.9498864,6.4904344,4.2536837,1.9197622,0.417318,0.0386293,0.0666615,0.0323496,7.4933254,0.4056508
59500018: Ward 18,28.4639488,1.2591428,1.1817246,4.0618301,5.9524209,8.1858004,12.7834095,13.4138299,6.6304424,2.3503534,0.6381072,0.4279257,12.5463139,2.1047505
59500019: Ward 19,43.0382344,16.9016395,4.2303701,10.5784827,8.6428857,4.5295782,2.5825732,1.8353214,0.7121254,0.0864892,0.0848333,0.0223882,6.4678579,0.2872208
59500020: Ward 20,40.6581727,16.5123207,4.0549035,10.0790039,8.759317,5.8063498,2.674123,0.6998515,0.1993661,0.0167286,0.0213767,0.0209154,9.6988065,0.7987646
59500021: Ward 21,34.5155334,10.5145978,2.0957592,7.2764326,7.4568008,6.5951237,7.9717306,7.3660892,3.3484572,0.6755368,0.2065805,0.187735,10.5776769,1.2119463
59500022: Ward 22,39.4069088,17.2280911,6.3582553,11.6657643,8.9928908,3.9238189,1.0456205,0.4493853,0.1447773,0.0095108,0.0053323,0.0094044,10.7602402,0
59500023: Ward 23,36.9044176,5.988703,3.3646914,9.590986,5.9625387,5.9265386,6.4129204,5.0197288,1.7538326,0.4415405,0.248655,0.156688,12.033839,6.1949202
59500024: Ward 24,35.3652564,6.9235603,2.081118,8.456922,7.1073683,5.3968588,6.2492188,6.4157664,3.7553503,1.4426668,0.4788164,0.2974733,11.5160946,4.5135297
59500025: Ward 25,37.5739493,8.0302175,3.676498,10.5071257,7.9662932,6.3529461,5.8999456,3.8224761,1.4305485,0.349998,0.1787956,0.1202409,11.4182533,2.6727121
59500026: Ward 26,34.4606814,3.0386335,2.4696963,8.1379209,9.5724214,9.7589619,9.2613689,5.3338476,1.6390886,0.364236,0.2001872,0.1407116,8.1541361,7.4681086
59500027: Ward 27,23.6017045,1.4574004,1.3835647,4.7844937,5.8996606,7.9264728,12.4105758,13.0373309,6.5763327,2.341938,0.7348739,0.4342573,9.8391436,9.5722511
59500028: Ward 28,33.7098611,3.2718605,3.7331365,10.1500719,11.1731577,9.304558,8.5717761,4.7374757,1.2599261,0.2388792,0.2151884,0.2033741,9.7665764,3.6641582
59500029: Ward 29,40.9057948,12.9355654,4.1501331,9.3320735,8.5121048,4.7290195,2.9541432,1.2196525,0.2657656,0.043235,0.0622332,0.0172749,14.8286663,0.0443383
59500030: Ward 30,44.4413267,8.7890422,2.7845054,9.3146812,8.1120964,6.2035311,5.2664024,3.3778048,1.2685097,0.1948763,0.107252,0.103972,9.8096061,0.2263937
59500031: Ward 31,31.9651985,2.0450815,1.3123923,8.139533,5.8779897,8.0476255,9.7355937,8.8814807,4.0416941,1.0904864,0.3708173,0.1951495,12.1388327,6.1581251
59500032: Ward 32,35.5069838,4.2276679,4.8281092,10.5451696,10.1413098,8.3254925,6.6693258,3.0854992,0.7377223,0.1054079,0.1822667,0.0942769,11.4829643,4.0678042
59500033: Ward 33,28.1430046,1.5544943,1.2470602,5.4040466,6.8677326,9.2121937,12.1514411,10.4329594,4.1388289,1.0592685,0.33837,0.3206829,11.7007893,7.4291279
59500034: Ward 34,37.593747,5.6546988,3.7153501,9.8032997,7.9868553,6.9476343,7.2808921,5.4246528,1.7164304,0.3318725,0.14726,0.0595611,12.8217932,0.5159527
59500035: Ward 35,25.2220942,1.1641853,0.9852559,3.346684,4.7269605,5.7589977,10.4170212,14.0118976,10.0898207,4.5766527,1.2999626,0.9117742,15.2239608,2.2647326
59500036: Ward 36,27.5456078,2.3263204,1.5813524,4.905398,7.0739803,7.0230534,10.5107858,12.0292491,7.5917976,2.9496238,0.9517007,0.578654,14.2906124,0.6418643
59500037: Ward 37,41.7063922,7.6067185,2.0726158,6.528996,5.6612131,6.5313183,7.0368246,4.906703,0.9353264,0.1979513,0.1810936,0.0649997,16.1921925,0.3776548
59500038: Ward 38,45.678332,21.242392,4.2258659,10.8067389,6.8815033,2.4590193,1.0111275,0.473285,0.2258416,0.0096894,0.0306521,0.0127733,6.9427798,0
59500039: Ward 39,45.0584918,11.8756621,5.4944199,10.8618639,12.9882086,4.6951369,1.0968639,0.4305535,0.1799391,0.0104645,0.0158856,0.0644721,7.2239754,0.0040627
59500040: Ward 40,43.5888808,14.1992048,4.2849658,11.182909,9.9141994,4.4886675,2.4450255,0.96545,0.2186158,0.0249593,0.0253153,0.0131056,8.6487013,0
59500041: Ward 41,45.4839693,12.8954038,3.1936046,10.4799037,8.2189705,3.8832564,2.0738268,1.017192,0.2100661,0.0217558,0.0245498,0.0136695,12.1781623,0.3056694
59500042: Ward 42,41.9311388,23.9009977,4.2381071,11.2350106,7.2228203,2.9380626,1.3974665,0.5028836,0.2413999,0.013302,0.0400733,0.0319574,6.1291482,0.177632
59500043: Ward 43,44.8179498,19.5591735,3.4469371,10.7899747,7.1242219,3.6624633,2.3482551,0.9438677,0.3349955,0.0187184,0.022397,0.0072302,6.9238159,0
59500044: Ward 44,45.4525981,18.3684643,3.096304,10.2411742,7.6688678,3.4891939,2.2162866,0.7866516,0.1817469,0.0057298,0.0443354,0.0176,7.5162962,0.9147511
59500045: Ward 45,44.208252,18.8220156,2.8507586,10.1097895,7.6443178,3.7275413,2.534069,1.3594926,0.4213767,0.0324184,0.0610012,0.0443392,7.4325609,0.7520672
59500046: Ward 46,45.2079283,14.1581455,2.4588622,11.6201433,8.9491479,5.0287447,3.133294,0.9606534,0.3023733,0.0043982,0.0352847,0.0126811,8.1283434,0
59500047: Ward 47,51.6584074,9.489584,3.3614731,10.3795497,6.2600335,3.3223601,1.8492918,0.8876622,0.1998079,0.007853,0.0356014,0.0116038,12.5367722,0
59500048: Ward 48,43.3693192,2.7511218,1.7046466,12.7276646,9.0766869,8.3793344,5.9396847,2.8631017,0.6653134,0.0781512,0.1386942,0.03127,9.9544928,2.3205184
59500049: Ward 49,43.1708192,2.9392468,1.4599225,13.485985,9.0735279,10.7305141,7.6320989,3.0084942,0.7275451,0.0770051,0.0868946,0.045801,7.553851,0.0082946
59500050: Ward 50,43.2256743,1.433739,1.1666587,11.3892082,7.8602531,11.0882171,9.0618388,4.2806751,0.9270986,0.1626948,0.1334145,0.0480632,9.1734204,0.0490442
59500051: Ward 51,40.6501972,4.9937206,1.660715,11.5321182,8.3800573,8.6703328,6.0084977,2.7029594,0.7172788,0.0394275,0.0823429,0.0373367,14.492691,0.0323248
59500052: Ward 52,43.1773396,2.9622802,1.4782538,13.0938738,8.5859646,9.6111687,6.2534565,2.3419296,0.5110814,0.0584807,0.049617,0.0350347,10.396532,1.4449875
59500053: Ward 53,46.8825362,19.781553,3.8288533,11.4349927,5.8480676,2.4840004,1.0476057,0.4386475,0.1576418,0.0133335,0.0452371,0.0247959,7.9039712,0.1087641
59500054: Ward 54,43.987741,17.0732921,4.2389704,11.9827654,8.0792891,4.1071979,1.9071829,0.802849,0.2347384,0.0036046,0.0123296,0.0187091,7.5513307,0
59500055: Ward 55,42.5367974,20.327613,4.137195,10.1609578,7.7688318,2.6458591,1.1780146,0.4307311,0.1788335,0.0140279,0.0261875,0.0229298,10.5348604,0.0371612
59500056: Ward 56,44.4864489,23.6369611,4.1852866,11.1304763,6.8147138,2.303924,0.8072393,0.3778327,0.2383472,0.0059637,0.0388968,0.0253594,5.8609465,0.0876036
59500057: Ward 57,43.4785948,21.8905364,4.5865337,10.721245,7.7461223,2.2978907,0.7698775,0.3557532,0.1328114,0.0173424,0.0143046,0.0071523,7.9818358,0
59500058: Ward 58,38.4592998,12.586762,3.6007229,11.1387745,8.6586562,5.1135705,4.937659,3.8396716,1.8902024,0.4479145,0.2367084,0.1757141,8.163013,0.7513312
59500059: Ward 59,40.7361624,18.4402971,4.7597701,13.1809881,6.6083253,2.9643722,1.3519464,0.5227491,0.2638499,0.0079026,0.0217604,0.0106712,7.9554197,3.1757854
59500060: Ward 60,36.2300665,8.2600201,4.4997154,13.270408,7.1937072,5.1544597,4.3349696,2.9784879,1.0399224,0.1105329,0.1130551,0.0775001,16.369232,0.367923
59500061: Ward 61,38.4330226,6.0895327,3.0885917,15.3792464,10.0728223,7.564639,5.5904276,3.093994,0.8079158,0.1594419,0.0871462,0.068942,8.7346988,0.8295789
59500062: Ward 62,39.2742947,10.4816662,4.083412,10.7248057,8.6383746,4.8685079,3.4256409,1.7498173,0.5845583,0.1096697,0.0566989,0.0467287,15.7564674,0.1993576
59500063: Ward 63,32.4946091,1.624373,1.304896,6.8439668,5.9069543,8.661492,12.5633654,11.427241,3.725915,0.6844452,0.3927307,0.2187376,13.6339714,0.5173025
59500064: Ward 64,34.5379783,1.3518748,1.2095681,5.4708041,5.1165895,7.5882312,11.8184671,11.0912293,3.0956601,0.5614758,0.2090238,0.1200333,17.619188,0.2098767
59500065: Ward 65,36.2261138,4.18742,2.1100888,9.15858,6.3479613,8.1815068,9.7384883,8.3858514,2.4939964,0.4656364,0.2084737,0.1601484,11.7073013,0.6284332
59500066: Ward 66,28.8098856,1.2795845,1.1589504,5.4862129,5.8271742,8.1112593,11.6697782,10.5859511,3.5835194,0.7231935,0.3655521,0.1755779,20.969094,1.2542669
59500067: Ward 67,44.2374404,20.7395038,3.7112931,10.200674,5.5117816,3.421105,2.1975925,0.803435,0.227122,0.0312109,0.0261052,0.0160266,8.4354847,0.4412253
59500068: Ward 68,45.1425476,2.1866342,1.4793467,11.9808634,5.8573093,7.4599313,6.5603854,3.4406016,0.7981761,0.115709,0.0690008,0.0357546,14.2562915,0.6174483
59500069: Ward 69,40.7441191,5.1995427,2.1782026,12.8525699,7.865377,7.5218237,6.5668621,3.0974254,0.6527874,0.0817663,0.0713233,0.0322011,13.1359993,0
59500070: Ward 70,37.3543622,2.0006882,1.2757778,15.2280111,8.1169611,9.7052679,7.6745367,3.3626136,1.0113145,0.1098953,0.0647128,0.0339377,13.9318266,0.1300945
59500071: Ward 71,39.5919485,6.2636559,3.6554605,15.0272608,8.5781777,6.9501234,4.6718618,2.5426324,0.6559936,0.0752595,0.0526701,0.031809,11.7465273,0.1566195
59500072: Ward 72,44.1785568,12.5647136,3.2570613,11.30079,7.5246837,5.7253426,3.5360526,1.3922359,0.2410886,0.017768,0.0421777,0.0296346,9.3329171,0.8569774
59500073: Ward 73,35.4047038,1.68083,1.116856,14.4957984,7.8205326,9.9008508,6.6912653,2.7476859,0.6246379,0.0690683,0.072186,0.0577965,16.8634117,2.4543769
59500074: Ward 74,46.8280169,13.488858,3.2732028,10.3579457,7.9236188,5.2540663,3.1931894,0.9003754,0.1800327,0.0103814,0.050669,0.0251882,8.5144555,0
59500075: Ward 75,43.2799443,9.4547341,2.851874,11.4164323,8.8432708,6.395365,3.2022557,1.0412973,0.2427202,0.0430053,0.0470069,0.0253722,6.7882907,6.3684313
59500076: Ward 76,42.6862548,12.632537,5.1085228,9.3534384,9.3155787,5.767693,2.3735813,0.8608091,0.2859445,0.0165787,0.0509158,0,6.8957133,4.6524324
59500077: Ward 77,46.8761333,17.0198882,4.4247185,10.9589524,6.5397902,2.8147618,1.319291,0.5054164,0.1611017,0.0078731,0.0581009,0.0077926,9.3061799,0
59500078: Ward 78,45.7252846,12.4629717,4.1673678,10.3233769,5.8724668,3.8356591,2.3975816,1.169518,0.2835992,0.0130243,0.0217709,0.0135433,13.7138358,0
59500079: Ward 79,47.1641005,20.262458,2.8862949,10.3377634,7.3269058,3.6911092,1.9632427,0.6092259,0.1779882,0.0412896,0.0386952,0.0193995,5.481527,0
59500080: Ward 80,47.6330393,18.9411522,3.5280022,9.9717294,6.5817316,3.8196776,2.2372425,0.8390313,0.1924683,0.0088761,0.0247962,0.0245308,6.1977225,0
59500081: Ward 81,51.3155212,15.2094849,3.6158398,11.0915426,6.4391953,3.8380916,2.419367,0.980874,0.308821,0.0107656,0.0524317,0.0145382,4.7035271,0
59500082: Ward 82,46.5823453,16.2398681,2.7469342,8.7846182,6.4851116,4.7233254,4.146777,2.1553118,0.3313407,0.0388147,0.0605865,0.0300006,5.6457374,2.0292286
59500083: Ward 83,45.0520243,14.6994387,2.7634469,9.6265106,6.6601999,4.3920792,2.9259613,1.0726289,0.2257564,0.0212408,0.0313867,0.0276357,11.9279201,0.5737704
59500084: Ward 84,45.4615896,14.2779185,3.4869565,9.3233962,4.7740639,3.5603539,3.8323232,2.8330203,0.4657437,0.0420375,0.0527473,0.05671,11.7795351,0.0536043
59500085: Ward 85,48.8580207,13.0912321,2.5236196,8.3848891,6.3317564,5.123382,5.0892193,2.1967108,0.3963531,0.0150408,0.0353132,0.0190222,7.9354408,0
59500086: Ward 86,48.4713963,15.533509,2.7745788,8.2947231,5.825119,4.5630447,3.1931025,1.2294766,0.2801924,0.0181873,0.0402367,0.0291134,9.4329176,0.3144028
59500087: Ward 87,46.0672578,16.2529955,3.7914451,9.3074653,7.0445767,4.468303,2.9667992,0.956527,0.3482644,0.0362896,0.0419041,0.0178368,8.7003354,0
59500088: Ward 88,44.3448494,12.9883728,3.6275519,9.4138469,7.5476436,4.894694,3.0722631,1.1887505,0.3017994,0.0400054,0.0284594,0.0100178,8.1955954,4.3461505
59500089: Ward 89,44.084379,16.3172134,4.4785565,11.056376,9.9585771,4.6299258,1.9208219,0.9253729,0.2777907,0.0328268,0.0336846,0.0038229,6.2806524,0
59500090: Ward 90,46.2970737,4.8199518,2.3921516,10.4791667,7.1860425,7.8723903,6.8737544,4.5869585,1.2290077,0.1850938,0.1251402,0.051668,6.7949727,1.106628
59500091: Ward 91,46.9342019,14.0823674,3.3197699,10.8106437,6.3795007,3.569183,1.9033778,0.9875551,0.1964985,0.023851,0.0459846,0.0213452,11.7257211,0
59500092: Ward 92,34.1600761,10.9114662,3.9632749,10.78496,9.0300836,5.8741958,3.7680096,3.2062012,1.7106871,0.4629159,0.1688949,0.145936,15.6577203,0.1555783
59500093: Ward 93,40.1661925,16.834632,3.3835807,9.3552892,7.1014569,4.6163247,3.7786783,3.0885575,1.6275809,0.4185064,0.1209227,0.1127214,7.58849,1.8070669
59500094: Ward 94,49.5439151,18.5267025,3.1730205,9.1216765,6.1762707,4.0617064,2.6844724,0.8152814,0.2489889,0.0159291,0.0519667,0.0134095,5.4031585,0.1635017
59500095: Ward 95,45.4729028,25.6207024,3.8046243,9.8652298,5.2136493,2.7758586,1.2926175,0.3431804,0.2198132,0.0094607,0.0374839,0.0401075,5.3043696,0
59500096: Ward 96,47.7552323,21.3600224,3.8363322,11.1427096,3.980254,2.5491293,1.9304217,0.6519559,0.177809,0.010667,0.0215292,0.0071788,6.5767585,0
59500097: Ward 97,29.7521337,1.6266185,1.1696591,5.1759893,5.0531712,8.9205335,12.5652638,11.6127905,4.6655705,0.9490606,0.2832341,0.281717,14.6377775,3.3064808
59500098: Ward 98,40.1487293,13.9735303,3.3145126,9.8365931,5.9825993,4.2259734,3.292269,1.2219398,0.1800356,0.0278992,0.038687,0.0365406,17.2971337,0.4235571
59500099: Ward 99,38.4936259,12.2578015,3.7238,12.4548196,6.3370635,4.8049877,3.9188877,2.3750913,0.6610866,0.1237201,0.1033372,0.0687637,14.3948905,0.2821245
59500100: Ward 100,46.9258817,23.7509327,3.7220577,10.2932253,2.7010082,1.1102289,0.6684961,0.3909311,0.1584322,0.0146446,0.0733322,0.0293606,10.1614687,0
59500101: Ward 101,36.5063565,7.9876859,4.3112375,10.4904348,7.7702633,4.2389532,4.6232855,4.7764747,2.7609177,0.7570284,0.1772316,0.1732635,13.5140335,1.9128339
59500102: Ward 102,41.8361368,9.3313117,2.6366083,8.2879692,7.5938297,5.4643207,5.4518877,5.0413817,2.5803727,1.1318995,0.3994811,0.1789436,8.9384308,1.1274263
59500103: Ward 103,40.6437186,17.2264754,3.4227183,10.5236283,7.2597886,3.6593884,2.2328271,2.1919849,1.3606756,0.3775136,0.1656419,0.0715829,10.4753134,0.388743
93301001: Ward 1,42.3649486,34.6438944,5.5199482,13.0983744,1.220461,0.7009723,0.7151785,0.4872141,0.0145897,0.0301074,0.0157031,0.0150537,1.1735546,0
93301002: Ward 2,41.1199941,37.1557037,4.5399732,13.255846,0.9363222,0.4310591,0.3284112,0.3055096,0.0412545,0,0,0,1.8859264,0
93301003: Ward 3,42.5976965,33.3024762,5.5463878,12.554524,1.7599376,0.8912093,0.667548,0.5719291,0.0502186,0,0.0250257,0,1.8941117,0.1389356
93301004: Ward 4,42.0085686,36.5006814,3.7118787,11.1703583,2.0966556,0.851135,0.5534002,0.2385094,0.0267109,0.0267109,0.0272832,0.0138404,2.7742673,0
93301005: Ward 5,45.1703077,36.2880356,2.7174834,9.1130517,2.8915842,0.8090283,0.5731425,0.4214707,0.0866414,0,0,0.0121891,1.9170653,0
93301006: Ward 6,43.8960664,31.3273516,3.9864075,12.9974468,1.912239,1.4063121,1.2618725,0.6544849,0.1784487,0.0412394,0.026811,0.0278339,2.2834863,0
93301007: Ward 7,47.4479209,27.9084264,3.5941382,12.7818899,3.2589798,1.7188971,1.1969181,0.3795357,0.1107966,0.0093366,0,0.0093366,1.5838241,0
93301008: Ward 8,44.9105151,29.2681154,4.1153414,14.1267914,1.98683,1.2044035,1.0907619,0.6294414,0.1282024,0,0.0571071,0,2.4824903,0
93301009: Ward 9,43.963076,29.5332974,2.0990788,8.58145,1.7416709,1.6692738,0.9416412,0.4332556,0.0699228,0,0.0704787,0,10.896855,0
93301010: Ward 10,46.100437,32.4943698,3.5269386,10.1068907,1.7194455,1.4955262,0.8966703,0.4237977,0.1000017,0.0141573,0.0141573,0.0141573,3.0934504,0
93301011: Ward 11,47.4309294,5.7567333,1.6789825,5.814338,4.2136748,8.6543014,9.6291044,10.4304216,1.282935,0.2104987,0.1569218,0.1975827,3.9412993,0.602277
93301012: Ward 12,51.4335957,17.5925654,3.8664366,7.0641841,2.3634904,2.2660603,3.1993293,2.3476548,0.267589,0.0175212,0.0260117,0.0169811,6.0667851,3.4717952
93301013: Ward 13,47.1894705,16.2047201,3.3122097,8.5484519,5.1953222,4.1360828,5.0232905,4.3911035,0.6712808,0.0923672,0.0454954,0.1098031,4.4666865,0.6137159
93301014: Ward 14,47.9278176,33.3495031,2.3669636,8.297712,2.2169666,1.184772,0.7163978,0.2873122,0.0627728,0.0214758,0.0212863,0,3.3611515,0.1858686
93301015: Ward 15,43.4364616,36.6857531,3.3259984,11.8644771,1.3501423,0.7021416,0.6498461,0.2348955,0.0661332,0.0162745,0,0.0338052,1.6340712,0
93301016: Ward 16,48.9528468,32.7779735,2.5792087,11.8602591,1.1725815,0.6624058,0.4328739,0.2334237,0.0359008,0.0175521,0,0,1.2749741,0
93301017: Ward 17,49.269278,24.5489902,3.5622715,10.0257099,2.0767613,2.2410826,1.2672334,0.5734262,0.1952513,0.0160618,0,0.0160618,6.2078719,0
93301018: Ward 18,41.3028295,32.1032844,9.6779854,9.2108281,1.5247257,1.3829822,0.6175451,0.2547617,0.0696842,0,0,0,3.8553736,0
93301019: Ward 19,45.1840675,34.5168846,3.3965401,8.8746069,1.8847008,1.3550915,0.3474437,0.2866472,0.0343623,0,0,0.01117,2.7750151,1.3334703
93301020: Ward 20,46.6588182,32.6490776,3.6507602,11.0909303,1.34927,0.8785294,0.795119,0.2377076,0.0896101,0,0,0,2.6001776,0
93301021: Ward 21,48.168023,22.8981032,2.8380907,9.7393533,2.7706746,2.7791356,3.0400305,3.7473659,0.7088823,0.0770784,0.0642229,0.0647874,2.24585,0.8584022
93301022: Ward 22,47.7051023,34.5738968,3.1921649,10.134761,1.5732782,0.742831,0.5195103,0.3364801,0.0484653,0,0,0.0640195,1.1094905,0
93301023: Ward 23,43.3044958,36.6622563,3.5942231,10.0816261,1.5178142,0.7676118,0.6082684,0.4345516,0.0317046,0,0.0492077,0.0156042,2.9326364,0
93301024: Ward 24,46.9133728,33.4018817,4.2083855,10.481979,1.4709982,0.7085139,0.733294,0.4735813,0.0126066,0.0126066,0.0126066,0,1.5701738,0
93301025: Ward 25,45.0368721,33.8124966,2.7508693,9.4276903,1.4654887,0.7684789,0.5572349,0.5195084,0.0835592,0.0095099,0.0282747,0.0181941,5.4876181,0.0342049
93301026: Ward 26,43.7199167,34.8903293,3.5414092,10.9815681,1.7170558,0.9047812,0.736001,0.2895541,0,0,0,0.0140775,3.2053071,0
93301027: Ward 27,44.5718743,32.4629066,1.8283423,11.7692008,1.6770832,0.810714,0.8772248,0.7933395,0.0493381,0,0,0,5.1599764,0
93301028: Ward 28,46.3171401,34.7840837,1.7247796,10.6886217,2.1671636,0.9049458,0.825678,0.4920869,0.0257542,0,0.0124038,0,2.0573427,0
93301029: Ward 29,46.2496736,36.1304464,2.4250609,9.8373377,0.9923742,0.8094501,0.6623742,0.2250857,0.0947243,0.0135771,0,0.0263884,2.5335075,0
93301030: Ward 30,50.2644735,30.3722208,3.6871337,9.4045212,1.8498315,1.105143,0.7412081,0.680456,0.1119323,0,0,0.0355509,1.7475291,0
93302001: Ward 1,44.6451766,28.2851024,3.8105125,15.2712449,2.1045773,1.4485412,1.1900711,0.5348347,0.1289059,0.0734425,0.014251,0.0442937,2.1677312,0.281315
93302002: Ward 2,41.8267729,27.6424156,4.3965052,17.7967555,2.7240758,1.388502,0.5185646,0.6250517,0.212949,0.0210671,0.0226748,0.0421343,2.7825316,0
93302003: Ward 3,47.8977456,18.1303401,2.8246514,10.9560101,3.6848918,3.4092718,4.9367645,4.27189,0.6846231,0.0566616,0.1531394,0.1328109,2.8611997,0
93302004: Ward 4,41.6496442,19.2397549,3.6541222,10.1105906,4.1593557,3.2115638,4.4472819,3.1388375,0.583762,0.1025106,0.4975656,0.1522261,7.7629774,1.2898074
93302005: Ward 5,41.4286416,27.9452397,4.5460712,15.0828191,3.2948923,1.5122771,0.8860692,0.263292,0,0,0.0305301,0,5.0101678,0
