Summation Options,Geography,Highest educational level,Count
Person weighted,19100039: Ward 39,NTC II / N2/ NIC/ V Level 3,0.0537244
Person weighted,19100039: Ward 39,NTC III /N3/ NIC/ V Level 4,0.0679956
Person weighted,19100039: Ward 39,N4 / NTC 4,0.0573596
Person weighted,19100039: Ward 39,N5 /NTC 5,0.0822297
Person weighted,19100039: Ward 39,N6 / NTC 6,0.0632286
Person weighted,19100039: Ward 39,Certificate with less than Grade 12 / Std 10,0.023996
Person weighted,19100039: Ward 39,Diploma with less than Grade 12 / Std 10,0.0436291
Person weighted,19100039: Ward 39,Certificate with Grade 12 / Std 10,2.1837495
Person weighted,19100039: Ward 39,Diploma with Grade 12 / Std 10,0.467284
Person weighted,19100039: Ward 39,Higher Diploma,0.4319949
Person weighted,19100039: Ward 39,Post Higher Diploma Masters; Doctoral Diploma,0.0811602
Person weighted,19100039: Ward 39,Bachelors Degree,0.1688211
Person weighted,19100039: Ward 39,Bachelors Degree and Post graduate Diploma,0.1057206
Person weighted,19100039: Ward 39,Honours degree,0.0435314
Person weighted,19100039: Ward 39,Higher Degree Masters / PhD,0.0193531
Person weighted,19100039: Ward 39,Other,0.1057231
Person weighted,19100039: Ward 39,No schooling,3.8131754
Person weighted,19100039: Ward 39,Unspecified,0
Person weighted,19100039: Ward 39,Not applicable,12.9121404
Person weighted,19100039: Ward 39,Total,100
Person weighted,19100040: Ward 40,Gade 0,2.974167
Person weighted,19100040: Ward 40,Grade 1 / Sub A,2.3419378
Person weighted,19100040: Ward 40,Grade 2 / Sub B,2.0604641
Person weighted,19100040: Ward 40,Grade 3 / Std 1/ABET 1Kha Ri Gude;SANLI,1.9866157
Person weighted,19100040: Ward 40,Grade 4 / Std 2,2.6969283
Person weighted,19100040: Ward 40,Grade 5 / Std 3/ABET 2,2.8241251
Person weighted,19100040: Ward 40,Grade 6 / Std 4,3.6605725
Person weighted,19100040: Ward 40,Grade 7 / Std 5/ ABET 3,4.3517038
Person weighted,19100040: Ward 40,Grade 8 / Std 6 / Form 1,7.9791991
Person weighted,19100040: Ward 40,Grade 9 / Std 7 / Form 2/ ABET 4,7.7206124
Person weighted,19100040: Ward 40,Grade 10 / Std 8 / Form 3,10.545899
Person weighted,19100040: Ward 40,Grade 11 / Std 9 / Form 4,13.4618341
Person weighted,19100040: Ward 40,Grade 12 / Std 10 / Form 5,20.2866344
Person weighted,19100040: Ward 40,NTC I / N1/ NIC/ V Level 2,0.1371709
Person weighted,19100040: Ward 40,NTC II / N2/ NIC/ V Level 3,0.07105
Person weighted,19100040: Ward 40,NTC III /N3/ NIC/ V Level 4,0.0667595
Person weighted,19100040: Ward 40,N4 / NTC 4,0.0502255
Person weighted,19100040: Ward 40,N5 /NTC 5,0.1434077
Person weighted,19100040: Ward 40,N6 / NTC 6,0.1031531
Person weighted,19100040: Ward 40,Certificate with less than Grade 12 / Std 10,0.0578431
Person weighted,19100040: Ward 40,Diploma with less than Grade 12 / Std 10,0.0746447
Person weighted,19100040: Ward 40,Certificate with Grade 12 / Std 10,0.4374858
Person weighted,19100040: Ward 40,Diploma with Grade 12 / Std 10,0.8991449
Person weighted,19100040: Ward 40,Higher Diploma,0.3846268
Person weighted,19100040: Ward 40,Post Higher Diploma Masters; Doctoral Diploma,0.1193496
Person weighted,19100040: Ward 40,Bachelors Degree,0.2046969
Person weighted,19100040: Ward 40,Bachelors Degree and Post graduate Diploma,0.1687139
Person weighted,19100040: Ward 40,Honours degree,0.0786239
Person weighted,19100040: Ward 40,Higher Degree Masters / PhD,0.0699754
Person weighted,19100040: Ward 40,Other,0.1504274
Person weighted,19100040: Ward 40,No schooling,1.6253492
Person weighted,19100040: Ward 40,Unspecified,0
Person weighted,19100040: Ward 40,Not applicable,12.2666585
Person weighted,19100040: Ward 40,Total,100
Person weighted,19100041: Ward 41,Gade 0,3.2309879
Person weighted,19100041: Ward 41,Grade 1 / Sub A,2.1470495
Person weighted,19100041: Ward 41,Grade 2 / Sub B,2.1928989
Person weighted,19100041: Ward 41,Grade 3 / Std 1/ABET 1Kha Ri Gude;SANLI,1.8527874
Person weighted,19100041: Ward 41,Grade 4 / Std 2,2.4644656
Person weighted,19100041: Ward 41,Grade 5 / Std 3/ABET 2,2.3435241
Person weighted,19100041: Ward 41,Grade 6 / Std 4,3.1594637
Person weighted,19100041: Ward 41,Grade 7 / Std 5/ ABET 3,4.1339312
Person weighted,19100041: Ward 41,Grade 8 / Std 6 / Form 1,7.8981076
Person weighted,19100041: Ward 41,Grade 9 / Std 7 / Form 2/ ABET 4,5.7771507
Person weighted,19100041: Ward 41,Grade 10 / Std 8 / Form 3,9.9005783
Person weighted,19100041: Ward 41,Grade 11 / Std 9 / Form 4,11.667615
Person weighted,19100041: Ward 41,Grade 12 / Std 10 / Form 5,24.3219919
Person weighted,19100041: Ward 41,NTC I / N1/ NIC/ V Level 2,0.1639099
Person weighted,19100041: Ward 41,NTC II / N2/ NIC/ V Level 3,0.1077762
Person weighted,19100041: Ward 41,NTC III /N3/ NIC/ V Level 4,0.0842216
Person weighted,19100041: Ward 41,N4 / NTC 4,0.0800743
Person weighted,19100041: Ward 41,N5 /NTC 5,0.0170909
Person weighted,19100041: Ward 41,N6 / NTC 6,0.1697526
Person weighted,19100041: Ward 41,Certificate with less than Grade 12 / Std 10,0.0671951
Person weighted,19100041: Ward 41,Diploma with less than Grade 12 / Std 10,0.0902022
Person weighted,19100041: Ward 41,Certificate with Grade 12 / Std 10,0.6250073
Person weighted,19100041: Ward 41,Diploma with Grade 12 / Std 10,1.7057587
Person weighted,19100041: Ward 41,Higher Diploma,1.6038902
Person weighted,19100041: Ward 41,Post Higher Diploma Masters; Doctoral Diploma,0.2310507
Person weighted,19100041: Ward 41,Bachelors Degree,1.0393682
Person weighted,19100041: Ward 41,Bachelors Degree and Post graduate Diploma,0.2087655
Person weighted,19100041: Ward 41,Honours degree,0.2160546
Person weighted,19100041: Ward 41,Higher Degree Masters / PhD,0.0809812
Person weighted,19100041: Ward 41,Other,0.1788759
Person weighted,19100041: Ward 41,No schooling,1.4220825
Person weighted,19100041: Ward 41,Unspecified,0
Person weighted,19100041: Ward 41,Not applicable,10.8173908
Person weighted,19100041: Ward 41,Total,100
Person weighted,19100042: Ward 42,Gade 0,3.0366861
Person weighted,19100042: Ward 42,Grade 1 / Sub A,2.38927
Person weighted,19100042: Ward 42,Grade 2 / Sub B,2.2256235
Person weighted,19100042: Ward 42,Grade 3 / Std 1/ABET 1Kha Ri Gude;SANLI,2.3765657
Person weighted,19100042: Ward 42,Grade 4 / Std 2,3.0622082
Person weighted,19100042: Ward 42,Grade 5 / Std 3/ABET 2,2.9421183
Person weighted,19100042: Ward 42,Grade 6 / Std 4,3.7245444
Person weighted,19100042: Ward 42,Grade 7 / Std 5/ ABET 3,4.756712
Person weighted,19100042: Ward 42,Grade 8 / Std 6 / Form 1,9.5355295
Person weighted,19100042: Ward 42,Grade 9 / Std 7 / Form 2/ ABET 4,8.1445299
Person weighted,19100042: Ward 42,Grade 10 / Std 8 / Form 3,11.1406478
Person weighted,19100042: Ward 42,Grade 11 / Std 9 / Form 4,12.3555325
Person weighted,19100042: Ward 42,Grade 12 / Std 10 / Form 5,19.2944703
Person weighted,19100042: Ward 42,NTC I / N1/ NIC/ V Level 2,0.1915224
Person weighted,19100042: Ward 42,NTC II / N2/ NIC/ V Level 3,0.0964322
Person weighted,19100042: Ward 42,NTC III /N3/ NIC/ V Level 4,0.0611493
Person weighted,19100042: Ward 42,N4 / NTC 4,0.055071
Person weighted,19100042: Ward 42,N5 /NTC 5,0.0647696
Person weighted,19100042: Ward 42,N6 / NTC 6,0.054753
Person weighted,19100042: Ward 42,Certificate with less than Grade 12 / Std 10,0.0463832
Person weighted,19100042: Ward 42,Diploma with less than Grade 12 / Std 10,0.1337285
Person weighted,19100042: Ward 42,Certificate with Grade 12 / Std 10,0.360131
Person weighted,19100042: Ward 42,Diploma with Grade 12 / Std 10,0.4589256
Person weighted,19100042: Ward 42,Higher Diploma,0.4700156
Person weighted,19100042: Ward 42,Post Higher Diploma Masters; Doctoral Diploma,0.0595323
Person weighted,19100042: Ward 42,Bachelors Degree,0.2095377
Person weighted,19100042: Ward 42,Bachelors Degree and Post graduate Diploma,0.0860444
Person weighted,19100042: Ward 42,Honours degree,0.0521706
Person weighted,19100042: Ward 42,Higher Degree Masters / PhD,0.0588604
Person weighted,19100042: Ward 42,Other,0.1652465
Person weighted,19100042: Ward 42,No schooling,1.792487
Person weighted,19100042: Ward 42,Unspecified,0
Person weighted,19100042: Ward 42,Not applicable,10.5988014
Person weighted,19100042: Ward 42,Total,100
Person weighted,19100043: Ward 43,Gade 0,2.742594
Person weighted,19100043: Ward 43,Grade 1 / Sub A,1.9494916
Person weighted,19100043: Ward 43,Grade 2 / Sub B,2.0523458
Person weighted,19100043: Ward 43,Grade 3 / Std 1/ABET 1Kha Ri Gude;SANLI,2.0084135
Person weighted,19100043: Ward 43,Grade 4 / Std 2,2.1735023
Person weighted,19100043: Ward 43,Grade 5 / Std 3/ABET 2,2.4559814
Person weighted,19100043: Ward 43,Grade 6 / Std 4,3.115271
Person weighted,19100043: Ward 43,Grade 7 / Std 5/ ABET 3,4.9054626
Person weighted,19100043: Ward 43,Grade 8 / Std 6 / Form 1,7.4436106
Person weighted,19100043: Ward 43,Grade 9 / Std 7 / Form 2/ ABET 4,7.0498448
Person weighted,19100043: Ward 43,Grade 10 / Std 8 / Form 3,11.9851237
Person weighted,19100043: Ward 43,Grade 11 / Std 9 / Form 4,6.3855284
Person weighted,19100043: Ward 43,Grade 12 / Std 10 / Form 5,24.9360214
Person weighted,19100043: Ward 43,NTC I / N1/ NIC/ V Level 2,0.1545531
Person weighted,19100043: Ward 43,NTC II / N2/ NIC/ V Level 3,0.2687242
Person weighted,19100043: Ward 43,NTC III /N3/ NIC/ V Level 4,0.4714259
Person weighted,19100043: Ward 43,N4 / NTC 4,0.2302637
Person weighted,19100043: Ward 43,N5 /NTC 5,0.1999559
Person weighted,19100043: Ward 43,N6 / NTC 6,0.2051444
Person weighted,19100043: Ward 43,Certificate with less than Grade 12 / Std 10,0.1513552
Person weighted,19100043: Ward 43,Diploma with less than Grade 12 / Std 10,0.2589233
Person weighted,19100043: Ward 43,Certificate with Grade 12 / Std 10,1.6573423
Person weighted,19100043: Ward 43,Diploma with Grade 12 / Std 10,2.6731712
Person weighted,19100043: Ward 43,Higher Diploma,1.6843393
Person weighted,19100043: Ward 43,Post Higher Diploma Masters; Doctoral Diploma,0.2074389
Person weighted,19100043: Ward 43,Bachelors Degree,1.2574399
Person weighted,19100043: Ward 43,Bachelors Degree and Post graduate Diploma,0.3771273
Person weighted,19100043: Ward 43,Honours degree,0.3511449
Person weighted,19100043: Ward 43,Higher Degree Masters / PhD,0.1728794
Person weighted,19100043: Ward 43,Other,0.3169857
Person weighted,19100043: Ward 43,No schooling,1.4326544
Person weighted,19100043: Ward 43,Unspecified,0
Person weighted,19100043: Ward 43,Not applicable,8.72594
Person weighted,19100043: Ward 43,Total,100
Person weighted,19100044: Ward 44,Gade 0,2.5110922
Person weighted,19100044: Ward 44,Grade 1 / Sub A,2.124705
Person weighted,19100044: Ward 44,Grade 2 / Sub B,2.1982783
Person weighted,19100044: Ward 44,Grade 3 / Std 1/ABET 1Kha Ri Gude;SANLI,2.0425762
Person weighted,19100044: Ward 44,Grade 4 / Std 2,2.6176584
Person weighted,19100044: Ward 44,Grade 5 / Std 3/ABET 2,3.0998091
Person weighted,19100044: Ward 44,Grade 6 / Std 4,3.6663525
Person weighted,19100044: Ward 44,Grade 7 / Std 5/ ABET 3,6.2517801
Person weighted,19100044: Ward 44,Grade 8 / Std 6 / Form 1,9.0822376
Person weighted,19100044: Ward 44,Grade 9 / Std 7 / Form 2/ ABET 4,7.9750661
Person weighted,19100044: Ward 44,Grade 10 / Std 8 / Form 3,11.286742
Person weighted,19100044: Ward 44,Grade 11 / Std 9 / Form 4,9.5105376
Person weighted,19100044: Ward 44,Grade 12 / Std 10 / Form 5,18.677612
Person weighted,19100044: Ward 44,NTC I / N1/ NIC/ V Level 2,0.1377249
Person weighted,19100044: Ward 44,NTC II / N2/ NIC/ V Level 3,0.0620745
Person weighted,19100044: Ward 44,NTC III /N3/ NIC/ V Level 4,0.1348428
Person weighted,19100044: Ward 44,N4 / NTC 4,0.0929452
Person weighted,19100044: Ward 44,N5 /NTC 5,0.0621761
Person weighted,19100044: Ward 44,N6 / NTC 6,0.0826681
Person weighted,19100044: Ward 44,Certificate with less than Grade 12 / Std 10,0.096741
Person weighted,19100044: Ward 44,Diploma with less than Grade 12 / Std 10,0.103724
Person weighted,19100044: Ward 44,Certificate with Grade 12 / Std 10,0.8174511
Person weighted,19100044: Ward 44,Diploma with Grade 12 / Std 10,0.9385024
Person weighted,19100044: Ward 44,Higher Diploma,1.0599936
Person weighted,19100044: Ward 44,Post Higher Diploma Masters; Doctoral Diploma,0.2081457
Person weighted,19100044: Ward 44,Bachelors Degree,0.519084
Person weighted,19100044: Ward 44,Bachelors Degree and Post graduate Diploma,0.153496
Person weighted,19100044: Ward 44,Honours degree,0.2159315
Person weighted,19100044: Ward 44,Higher Degree Masters / PhD,0.0664791
Person weighted,19100044: Ward 44,Other,0.121901
Person weighted,19100044: Ward 44,No schooling,2.2688379
Person weighted,19100044: Ward 44,Unspecified,0
Person weighted,19100044: Ward 44,Not applicable,11.8128339
Person weighted,19100044: Ward 44,Total,100
Person weighted,19100045: Ward 45,Gade 0,4.0796033
Person weighted,19100045: Ward 45,Grade 1 / Sub A,2.7616481
Person weighted,19100045: Ward 45,Grade 2 / Sub B,2.493028
Person weighted,19100045: Ward 45,Grade 3 / Std 1/ABET 1Kha Ri Gude;SANLI,2.7915694
Person weighted,19100045: Ward 45,Grade 4 / Std 2,3.3162691
Person weighted,19100045: Ward 45,Grade 5 / Std 3/ABET 2,3.7043248
Person weighted,19100045: Ward 45,Grade 6 / Std 4,4.5202386
Person weighted,19100045: Ward 45,Grade 7 / Std 5/ ABET 3,6.5849625
Person weighted,19100045: Ward 45,Grade 8 / Std 6 / Form 1,10.8516049
Person weighted,19100045: Ward 45,Grade 9 / Std 7 / Form 2/ ABET 4,8.9813037
Person weighted,19100045: Ward 45,Grade 10 / Std 8 / Form 3,10.7712596
Person weighted,19100045: Ward 45,Grade 11 / Std 9 / Form 4,8.2888081
Person weighted,19100045: Ward 45,Grade 12 / Std 10 / Form 5,14.4056514
Person weighted,19100045: Ward 45,NTC I / N1/ NIC/ V Level 2,0.0991778
Person weighted,19100045: Ward 45,NTC II / N2/ NIC/ V Level 3,0.0383227
Person weighted,19100045: Ward 45,NTC III /N3/ NIC/ V Level 4,0.0305485
Person weighted,19100045: Ward 45,N4 / NTC 4,0.0376648
Person weighted,19100045: Ward 45,N5 /NTC 5,0.0648467
Person weighted,19100045: Ward 45,N6 / NTC 6,0.0368978
Person weighted,19100045: Ward 45,Certificate with less than Grade 12 / Std 10,0.0468598
Person weighted,19100045: Ward 45,Diploma with less than Grade 12 / Std 10,0.139718
Person weighted,19100045: Ward 45,Certificate with Grade 12 / Std 10,0.5803663
Person weighted,19100045: Ward 45,Diploma with Grade 12 / Std 10,0.5607243
Person weighted,19100045: Ward 45,Higher Diploma,0.6004575
Person weighted,19100045: Ward 45,Post Higher Diploma Masters; Doctoral Diploma,0.0711625
Person weighted,19100045: Ward 45,Bachelors Degree,0.3435009
Person weighted,19100045: Ward 45,Bachelors Degree and Post graduate Diploma,0.1165744
Person weighted,19100045: Ward 45,Honours degree,0.1023954
Person weighted,19100045: Ward 45,Higher Degree Masters / PhD,0.0501707
Person weighted,19100045: Ward 45,Other,0.2200442
Person weighted,19100045: Ward 45,No schooling,2.0528558
Person weighted,19100045: Ward 45,Unspecified,0
Person weighted,19100045: Ward 45,Not applicable,11.2574409
Person weighted,19100045: Ward 45,Total,100
Person weighted,19100046: Ward 46,Gade 0,2.4974376
Person weighted,19100046: Ward 46,Grade 1 / Sub A,2.2715799
Person weighted,19100046: Ward 46,Grade 2 / Sub B,2.0419017
Person weighted,19100046: Ward 46,Grade 3 / Std 1/ABET 1Kha Ri Gude;SANLI,2.3410664
Person weighted,19100046: Ward 46,Grade 4 / Std 2,2.8031297
Person weighted,19100046: Ward 46,Grade 5 / Std 3/ABET 2,3.3664383
Person weighted,19100046: Ward 46,Grade 6 / Std 4,3.9373775
Person weighted,19100046: Ward 46,Grade 7 / Std 5/ ABET 3,6.3211138
Person weighted,19100046: Ward 46,Grade 8 / Std 6 / Form 1,11.1514815
Person weighted,19100046: Ward 46,Grade 9 / Std 7 / Form 2/ ABET 4,8.5239123
Person weighted,19100046: Ward 46,Grade 10 / Std 8 / Form 3,12.0018719
Person weighted,19100046: Ward 46,Grade 11 / Std 9 / Form 4,6.3357381
Person weighted,19100046: Ward 46,Grade 12 / Std 10 / Form 5,18.0250821
Person weighted,19100046: Ward 46,NTC I / N1/ NIC/ V Level 2,0.117526
Person weighted,19100046: Ward 46,NTC II / N2/ NIC/ V Level 3,0.1242637
Person weighted,19100046: Ward 46,NTC III /N3/ NIC/ V Level 4,0.1572538
Person weighted,19100046: Ward 46,N4 / NTC 4,0.0903681
Person weighted,19100046: Ward 46,N5 /NTC 5,0.0779459
Person weighted,19100046: Ward 46,N6 / NTC 6,0.1336008
Person weighted,19100046: Ward 46,Certificate with less than Grade 12 / Std 10,0.0812205
Person weighted,19100046: Ward 46,Diploma with less than Grade 12 / Std 10,0.121797
Person weighted,19100046: Ward 46,Certificate with Grade 12 / Std 10,0.4858235
Person weighted,19100046: Ward 46,Diploma with Grade 12 / Std 10,1.0104625
Person weighted,19100046: Ward 46,Higher Diploma,0.8690377
Person weighted,19100046: Ward 46,Post Higher Diploma Masters; Doctoral Diploma,0.189276
Person weighted,19100046: Ward 46,Bachelors Degree,0.8482958
Person weighted,19100046: Ward 46,Bachelors Degree and Post graduate Diploma,0.249842
Person weighted,19100046: Ward 46,Honours degree,0.3687243
Person weighted,19100046: Ward 46,Higher Degree Masters / PhD,0.2679432
Person weighted,19100046: Ward 46,Other,0.347113
Person weighted,19100046: Ward 46,No schooling,2.1055239
Person weighted,19100046: Ward 46,Unspecified,0
Person weighted,19100046: Ward 46,Not applicable,10.7358514
Person weighted,19100046: Ward 46,Total,100
Person weighted,19100047: Ward 47,Gade 0,2.5798265
Person weighted,19100047: Ward 47,Grade 1 / Sub A,2.7626895
Person weighted,19100047: Ward 47,Grade 2 / Sub B,2.5180879
Person weighted,19100047: Ward 47,Grade 3 / Std 1/ABET 1Kha Ri Gude;SANLI,3.0218684
Person weighted,19100047: Ward 47,Grade 4 / Std 2,3.7633381
Person weighted,19100047: Ward 47,Grade 5 / Std 3/ABET 2,4.2947895
Person weighted,19100047: Ward 47,Grade 6 / Std 4,5.1619046
Person weighted,19100047: Ward 47,Grade 7 / Std 5/ ABET 3,7.8217045
Person weighted,19100047: Ward 47,Grade 8 / Std 6 / Form 1,12.5354161
Person weighted,19100047: Ward 47,Grade 9 / Std 7 / Form 2/ ABET 4,10.7021156
Person weighted,19100047: Ward 47,Grade 10 / Std 8 / Form 3,11.929062
Person weighted,19100047: Ward 47,Grade 11 / Std 9 / Form 4,6.6844428
Person weighted,19100047: Ward 47,Grade 12 / Std 10 / Form 5,11.8793313
Person weighted,19100047: Ward 47,NTC I / N1/ NIC/ V Level 2,0.0647897
Person weighted,19100047: Ward 47,NTC II / N2/ NIC/ V Level 3,0.0170824
Person weighted,19100047: Ward 47,NTC III /N3/ NIC/ V Level 4,0.0410445
Person weighted,19100047: Ward 47,N4 / NTC 4,0.0306038
Person weighted,19100047: Ward 47,N5 /NTC 5,0.0272535
Person weighted,19100047: Ward 47,N6 / NTC 6,0.0068329
Person weighted,19100047: Ward 47,Certificate with less than Grade 12 / Std 10,0.0239173
Person weighted,19100047: Ward 47,Diploma with less than Grade 12 / Std 10,0.0339488
Person weighted,19100047: Ward 47,Certificate with Grade 12 / Std 10,0.1331824
